"date","year","month","day","weeknr","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","covid_cases_bs","pm25","temperature","precipitation","mode","total_per_mode"
2015-10-26,2015,10,26,44,,,,,,,,,10.2,36,"total_fahrzeug",2209562
2015-10-26,2015,10,26,44,,,,,,,,,10.2,36,"total_oev",
2015-10-26,2015,10,26,44,,,,,,,,,10.2,36,"total_fuss",260091
2015-10-26,2015,10,26,44,,,,,,,,,10.2,36,"total_velo",318431
2015-11-02,2015,11,2,45,,,,,,,,,8.7,48.9,"total_fahrzeug",2155305
2015-11-02,2015,11,2,45,,,,,,,,,8.7,48.9,"total_oev",
2015-11-02,2015,11,2,45,,,,,,,,,8.7,48.9,"total_fuss",265920
2015-11-02,2015,11,2,45,,,,,,,,,8.7,48.9,"total_velo",296270
2015-11-09,2015,11,9,46,,,,,,,,,8.7,48.9,"total_fahrzeug",2147309
2015-11-09,2015,11,9,46,,,,,,,,,8.7,48.9,"total_oev",
2015-11-09,2015,11,9,46,,,,,,,,,8.7,48.9,"total_fuss",255728
2015-11-09,2015,11,9,46,,,,,,,,,8.7,48.9,"total_velo",292570
2015-11-16,2015,11,16,47,,,,,,,,,8.7,48.9,"total_fahrzeug",2135058
2015-11-16,2015,11,16,47,,,,,,,,,8.7,48.9,"total_oev",
2015-11-16,2015,11,16,47,,,,,,,,,8.7,48.9,"total_fuss",244465
2015-11-16,2015,11,16,47,,,,,,,,,8.7,48.9,"total_velo",254084
2015-11-23,2015,11,23,48,,,,,,,,,8.7,48.9,"total_fahrzeug",2200495
2015-11-23,2015,11,23,48,,,,,,,,,8.7,48.9,"total_oev",
2015-11-23,2015,11,23,48,,,,,,,,,8.7,48.9,"total_fuss",257712
2015-11-23,2015,11,23,48,,,,,,,,,8.7,48.9,"total_velo",234341
2015-11-30,2015,11,30,49,,,,,,,,,8.7,48.9,"total_fahrzeug",2232705
2015-11-30,2015,11,30,49,,,,,,,,,8.7,48.9,"total_oev",
2015-11-30,2015,11,30,49,,,,,,,,,8.7,48.9,"total_fuss",292222
2015-11-30,2015,11,30,49,,,,,,,,,8.7,48.9,"total_velo",251599
2015-12-07,2015,12,7,50,,,,,,,,,5.5,16,"total_fahrzeug",2258898
2015-12-07,2015,12,7,50,,,,,,,,,5.5,16,"total_oev",
2015-12-07,2015,12,7,50,,,,,,,,,5.5,16,"total_fuss",299569
2015-12-07,2015,12,7,50,,,,,,,,,5.5,16,"total_velo",251068
2015-12-14,2015,12,14,51,,,,,,,,,5.5,16,"total_fahrzeug",2275765
2015-12-14,2015,12,14,51,,,,,,,,,5.5,16,"total_oev",
2015-12-14,2015,12,14,51,,,,,,,,,5.5,16,"total_fuss",305280
2015-12-14,2015,12,14,51,,,,,,,,,5.5,16,"total_velo",247137
2015-12-21,2015,12,21,52,,,,,,,,,5.5,16,"total_fahrzeug",1815108
2015-12-21,2015,12,21,52,,,,,,,,,5.5,16,"total_oev",
2015-12-21,2015,12,21,52,,,,,,,,,5.5,16,"total_fuss",237854
2015-12-21,2015,12,21,52,,,,,,,,,5.5,16,"total_velo",165179
2015-12-28,2015,12,28,53,,,,,,,,,5.5,16,"total_fahrzeug",1605067
2015-12-28,2015,12,28,53,,,,,,,,,5.5,16,"total_oev",
2015-12-28,2015,12,28,53,,,,,,,,,5.5,16,"total_fuss",224997
2015-12-28,2015,12,28,53,,,,,,,,,5.5,16,"total_velo",120501
2016-01-04,2016,1,4,1,,,,,,,,,3.7,131.9,"total_fahrzeug",2122354
2016-01-04,2016,1,4,1,,,,,,,,,3.7,131.9,"total_oev",
2016-01-04,2016,1,4,1,,,,,,,,,3.7,131.9,"total_fuss",221857
2016-01-04,2016,1,4,1,,,,,,,,,3.7,131.9,"total_velo",227553
2016-01-11,2016,1,11,2,,,,,,,,,3.7,131.9,"total_fahrzeug",2251866
2016-01-11,2016,1,11,2,,,,,,,,,3.7,131.9,"total_oev",
2016-01-11,2016,1,11,2,,,,,,,,,3.7,131.9,"total_fuss",232468
2016-01-11,2016,1,11,2,,,,,,,,,3.7,131.9,"total_velo",234335
2016-01-18,2016,1,18,3,,,,,,,,,3.7,131.9,"total_fahrzeug",2204464
2016-01-18,2016,1,18,3,,,,,,,,,3.7,131.9,"total_oev",
2016-01-18,2016,1,18,3,,,,,,,,,3.7,131.9,"total_fuss",230571
2016-01-18,2016,1,18,3,,,,,,,,,3.7,131.9,"total_velo",227292
2016-01-25,2016,1,25,4,,,,,,,,,3.7,131.9,"total_fahrzeug",2277459
2016-01-25,2016,1,25,4,,,,,,,,,3.7,131.9,"total_oev",
2016-01-25,2016,1,25,4,,,,,,,,,3.7,131.9,"total_fuss",260981
2016-01-25,2016,1,25,4,,,,,,,,,3.7,131.9,"total_velo",273516
2016-02-01,2016,2,1,5,,,,,,,,,5.2,86.1,"total_fahrzeug",2268322
2016-02-01,2016,2,1,5,,,,,,,,,5.2,86.1,"total_oev",
2016-02-01,2016,2,1,5,,,,,,,,,5.2,86.1,"total_fuss",252748
2016-02-01,2016,2,1,5,,,,,,,,,5.2,86.1,"total_velo",265375
2016-02-08,2016,2,8,6,,,,,,,,,5.2,86.1,"total_fahrzeug",2146956
2016-02-08,2016,2,8,6,,,,,,,,,5.2,86.1,"total_oev",
2016-02-08,2016,2,8,6,,,,,,,,,5.2,86.1,"total_fuss",224574
2016-02-08,2016,2,8,6,,,,,,,,,5.2,86.1,"total_velo",190036
2016-02-15,2016,2,15,7,,,,,,,,,5.2,86.1,"total_fahrzeug",1997505
2016-02-15,2016,2,15,7,,,,,,,,,5.2,86.1,"total_oev",
2016-02-15,2016,2,15,7,,,,,,,,,5.2,86.1,"total_fuss",346867
2016-02-15,2016,2,15,7,,,,,,,,,5.2,86.1,"total_velo",192013
2016-02-22,2016,2,22,8,,,,,,,,,5.2,86.1,"total_fahrzeug",2283105
2016-02-22,2016,2,22,8,,,,,,,,,5.2,86.1,"total_oev",
2016-02-22,2016,2,22,8,,,,,,,,,5.2,86.1,"total_fuss",251647
2016-02-22,2016,2,22,8,,,,,,,,,5.2,86.1,"total_velo",260659
2016-02-29,2016,2,29,9,,,,,,,,,5.2,86.1,"total_fahrzeug",2286123
2016-02-29,2016,2,29,9,,,,,,,,,5.2,86.1,"total_oev",
2016-02-29,2016,2,29,9,,,,,,,,,5.2,86.1,"total_fuss",280256
2016-02-29,2016,2,29,9,,,,,,,,,5.2,86.1,"total_velo",246343
2016-03-07,2016,3,7,10,,,,,,,,,5.7,37.8,"total_fahrzeug",2278040
2016-03-07,2016,3,7,10,,,,,,,,,5.7,37.8,"total_oev",
2016-03-07,2016,3,7,10,,,,,,,,,5.7,37.8,"total_fuss",300826
2016-03-07,2016,3,7,10,,,,,,,,,5.7,37.8,"total_velo",279442
2016-03-14,2016,3,14,11,,,,,,,,,5.7,37.8,"total_fahrzeug",2353879
2016-03-14,2016,3,14,11,,,,,,,,,5.7,37.8,"total_oev",
2016-03-14,2016,3,14,11,,,,,,,,,5.7,37.8,"total_fuss",341143
2016-03-14,2016,3,14,11,,,,,,,,,5.7,37.8,"total_velo",304867
2016-03-21,2016,3,21,12,,,,,,,,,5.7,37.8,"total_fahrzeug",2074728
2016-03-21,2016,3,21,12,,,,,,,,,5.7,37.8,"total_oev",
2016-03-21,2016,3,21,12,,,,,,,,,5.7,37.8,"total_fuss",294294
2016-03-21,2016,3,21,12,,,,,,,,,5.7,37.8,"total_velo",232322
2016-03-28,2016,3,28,13,,,,,,,,,5.7,37.8,"total_fahrzeug",2083648
2016-03-28,2016,3,28,13,,,,,,,,,5.7,37.8,"total_oev",
2016-03-28,2016,3,28,13,,,,,,,,,5.7,37.8,"total_fuss",285441
2016-03-28,2016,3,28,13,,,,,,,,,5.7,37.8,"total_velo",261387
2016-04-04,2016,4,4,14,,,,,,,,,9.7,144.8,"total_fahrzeug",2325130
2016-04-04,2016,4,4,14,,,,,,,,,9.7,144.8,"total_oev",
2016-04-04,2016,4,4,14,,,,,,,,,9.7,144.8,"total_fuss",301071
2016-04-04,2016,4,4,14,,,,,,,,,9.7,144.8,"total_velo",338834
2016-04-11,2016,4,11,15,,,,,,,,,9.7,144.8,"total_fahrzeug",2274700
2016-04-11,2016,4,11,15,,,,,,,,,9.7,144.8,"total_oev",
2016-04-11,2016,4,11,15,,,,,,,,,9.7,144.8,"total_fuss",300793
2016-04-11,2016,4,11,15,,,,,,,,,9.7,144.8,"total_velo",310450
2016-04-18,2016,4,18,16,,,,,,,,,9.7,144.8,"total_fahrzeug",2282986
2016-04-18,2016,4,18,16,,,,,,,,,9.7,144.8,"total_oev",
2016-04-18,2016,4,18,16,,,,,,,,,9.7,144.8,"total_fuss",324852
2016-04-18,2016,4,18,16,,,,,,,,,9.7,144.8,"total_velo",349872
2016-04-25,2016,4,25,17,,,,,,,,,9.7,144.8,"total_fahrzeug",2331738
2016-04-25,2016,4,25,17,,,,,,,,,9.7,144.8,"total_oev",
2016-04-25,2016,4,25,17,,,,,,,,,9.7,144.8,"total_fuss",295358
2016-04-25,2016,4,25,17,,,,,,,,,9.7,144.8,"total_velo",308615
2016-05-02,2016,5,2,18,,,,,,,,,13.9,154.7,"total_fahrzeug",1994831
2016-05-02,2016,5,2,18,,,,,,,,,13.9,154.7,"total_oev",
2016-05-02,2016,5,2,18,,,,,,,,,13.9,154.7,"total_fuss",339583
2016-05-02,2016,5,2,18,,,,,,,,,13.9,154.7,"total_velo",337406
2016-05-09,2016,5,9,19,,,,,,,,,13.9,154.7,"total_fahrzeug",2170443
2016-05-09,2016,5,9,19,,,,,,,,,13.9,154.7,"total_oev",
2016-05-09,2016,5,9,19,,,,,,,,,13.9,154.7,"total_fuss",290772
2016-05-09,2016,5,9,19,,,,,,,,,13.9,154.7,"total_velo",322889
2016-05-16,2016,5,16,20,,,,,,,,,13.9,154.7,"total_fahrzeug",2059339
2016-05-16,2016,5,16,20,,,,,,,,,13.9,154.7,"total_oev",
2016-05-16,2016,5,16,20,,,,,,,,,13.9,154.7,"total_fuss",355454
2016-05-16,2016,5,16,20,,,,,,,,,13.9,154.7,"total_velo",352042
2016-05-23,2016,5,23,21,,,,,,,,,13.9,154.7,"total_fahrzeug",2244561
2016-05-23,2016,5,23,21,,,,,,,,,13.9,154.7,"total_oev",
2016-05-23,2016,5,23,21,,,,,,,,,13.9,154.7,"total_fuss",305053
2016-05-23,2016,5,23,21,,,,,,,,,13.9,154.7,"total_velo",367803
2016-05-30,2016,5,30,22,,,,,,,,,13.9,154.7,"total_fahrzeug",2234091
2016-05-30,2016,5,30,22,,,,,,,,,13.9,154.7,"total_oev",
2016-05-30,2016,5,30,22,,,,,,,,,13.9,154.7,"total_fuss",323328
2016-05-30,2016,5,30,22,,,,,,,,,13.9,154.7,"total_velo",336437
2016-06-06,2016,6,6,23,,,,,,,,,17.7,176.2,"total_fahrzeug",2174646
2016-06-06,2016,6,6,23,,,,,,,,,17.7,176.2,"total_oev",
2016-06-06,2016,6,6,23,,,,,,,,,17.7,176.2,"total_fuss",308702
2016-06-06,2016,6,6,23,,,,,,,,,17.7,176.2,"total_velo",367645
2016-06-13,2016,6,13,24,,,,,,,,,17.7,176.2,"total_fahrzeug",2260530
2016-06-13,2016,6,13,24,,,,,,,,,17.7,176.2,"total_oev",
2016-06-13,2016,6,13,24,,,,,,,,,17.7,176.2,"total_fuss",341826
2016-06-13,2016,6,13,24,,,,,,,,,17.7,176.2,"total_velo",296332
2016-06-20,2016,6,20,25,,,,,,,,,17.7,176.2,"total_fahrzeug",2154553
2016-06-20,2016,6,20,25,,,,,,,,,17.7,176.2,"total_oev",
2016-06-20,2016,6,20,25,,,,,,,,,17.7,176.2,"total_fuss",316158
2016-06-20,2016,6,20,25,,,,,,,,,17.7,176.2,"total_velo",407395
2016-06-27,2016,6,27,26,,,,,,,,,17.7,176.2,"total_fahrzeug",2157772
2016-06-27,2016,6,27,26,,,,,,,,,17.7,176.2,"total_oev",
2016-06-27,2016,6,27,26,,,,,,,,,17.7,176.2,"total_fuss",313566
2016-06-27,2016,6,27,26,,,,,,,,,17.7,176.2,"total_velo",410620
2016-07-04,2016,7,4,27,,,,,,,,,20.7,35.7,"total_fahrzeug",1989477
2016-07-04,2016,7,4,27,,,,,,,,,20.7,35.7,"total_oev",
2016-07-04,2016,7,4,27,,,,,,,,,20.7,35.7,"total_fuss",308015
2016-07-04,2016,7,4,27,,,,,,,,,20.7,35.7,"total_velo",400704
2016-07-11,2016,7,11,28,,,,,,,,,20.7,35.7,"total_fahrzeug",1960579
2016-07-11,2016,7,11,28,,,,,,,,,20.7,35.7,"total_oev",
2016-07-11,2016,7,11,28,,,,,,,,,20.7,35.7,"total_fuss",296627
2016-07-11,2016,7,11,28,,,,,,,,,20.7,35.7,"total_velo",315495
2016-07-18,2016,7,18,29,,,,,,,,,20.7,35.7,"total_fahrzeug",1880670
2016-07-18,2016,7,18,29,,,,,,,,,20.7,35.7,"total_oev",
2016-07-18,2016,7,18,29,,,,,,,,,20.7,35.7,"total_fuss",289353
2016-07-18,2016,7,18,29,,,,,,,,,20.7,35.7,"total_velo",345079
2016-07-25,2016,7,25,30,,,,,,,,,20.7,35.7,"total_fahrzeug",1859965
2016-07-25,2016,7,25,30,,,,,,,,,20.7,35.7,"total_oev",
2016-07-25,2016,7,25,30,,,,,,,,,20.7,35.7,"total_fuss",309573
2016-07-25,2016,7,25,30,,,,,,,,,20.7,35.7,"total_velo",344400
2016-08-01,2016,8,1,31,,,,,,,,,20.3,69.2,"total_fahrzeug",1796611
2016-08-01,2016,8,1,31,,,,,,,,,20.3,69.2,"total_oev",
2016-08-01,2016,8,1,31,,,,,,,,,20.3,69.2,"total_fuss",280023
2016-08-01,2016,8,1,31,,,,,,,,,20.3,69.2,"total_velo",309014
2016-08-08,2016,8,8,32,,,,,,,,,20.3,69.2,"total_fahrzeug",1928095
2016-08-08,2016,8,8,32,,,,,,,,,20.3,69.2,"total_oev",
2016-08-08,2016,8,8,32,,,,,,,,,20.3,69.2,"total_fuss",341045
2016-08-08,2016,8,8,32,,,,,,,,,20.3,69.2,"total_velo",375673
2016-08-15,2016,8,15,33,,,,,,,,,20.3,69.2,"total_fahrzeug",1958990
2016-08-15,2016,8,15,33,,,,,,,,,20.3,69.2,"total_oev",
2016-08-15,2016,8,15,33,,,,,,,,,20.3,69.2,"total_fuss",330536
2016-08-15,2016,8,15,33,,,,,,,,,20.3,69.2,"total_velo",375654
2016-08-22,2016,8,22,34,,,,,,,,,20.3,69.2,"total_fahrzeug",1937429
2016-08-22,2016,8,22,34,,,,,,,,,20.3,69.2,"total_oev",
2016-08-22,2016,8,22,34,,,,,,,,,20.3,69.2,"total_fuss",345465
2016-08-22,2016,8,22,34,,,,,,,,,20.3,69.2,"total_velo",438431
2016-08-29,2016,8,29,35,,,,,,,,,20.3,69.2,"total_fahrzeug",1995725
2016-08-29,2016,8,29,35,,,,,,,,,20.3,69.2,"total_oev",
2016-08-29,2016,8,29,35,,,,,,,,,20.3,69.2,"total_fuss",332902
2016-08-29,2016,8,29,35,,,,,,,,,20.3,69.2,"total_velo",404718
2016-09-05,2016,9,5,36,,,,,,,,,17.8,44.7,"total_fahrzeug",1990754
2016-09-05,2016,9,5,36,,,,,,,,,17.8,44.7,"total_oev",
2016-09-05,2016,9,5,36,,,,,,,,,17.8,44.7,"total_fuss",343846
2016-09-05,2016,9,5,36,,,,,,,,,17.8,44.7,"total_velo",363640
2016-09-12,2016,9,12,37,,,,,,,,,17.8,44.7,"total_fahrzeug",1974425
2016-09-12,2016,9,12,37,,,,,,,,,17.8,44.7,"total_oev",
2016-09-12,2016,9,12,37,,,,,,,,,17.8,44.7,"total_fuss",320737
2016-09-12,2016,9,12,37,,,,,,,,,17.8,44.7,"total_velo",341569
2016-09-19,2016,9,19,38,,,,,,,,,17.8,44.7,"total_fahrzeug",2022597
2016-09-19,2016,9,19,38,,,,,,,,,17.8,44.7,"total_oev",
2016-09-19,2016,9,19,38,,,,,,,,,17.8,44.7,"total_fuss",361722
2016-09-19,2016,9,19,38,,,,,,,,,17.8,44.7,"total_velo",358308
2016-09-26,2016,9,26,39,,,,,,,,,17.8,44.7,"total_fahrzeug",2062957
2016-09-26,2016,9,26,39,,,,,,,,,17.8,44.7,"total_oev",
2016-09-26,2016,9,26,39,,,,,,,,,17.8,44.7,"total_fuss",349798
2016-09-26,2016,9,26,39,,,,,,,,,17.8,44.7,"total_velo",342316
2016-10-03,2016,10,3,40,,,,,,,,,9.6,57.7,"total_fahrzeug",1989459
2016-10-03,2016,10,3,40,,,,,,,,,9.6,57.7,"total_oev",
2016-10-03,2016,10,3,40,,,,,,,,,9.6,57.7,"total_fuss",317180
2016-10-03,2016,10,3,40,,,,,,,,,9.6,57.7,"total_velo",264026
2016-10-10,2016,10,10,41,,,,,,,,,9.6,57.7,"total_fahrzeug",2066013
2016-10-10,2016,10,10,41,,,,,,,,,9.6,57.7,"total_oev",
2016-10-10,2016,10,10,41,,,,,,,,,9.6,57.7,"total_fuss",322307
2016-10-10,2016,10,10,41,,,,,,,,,9.6,57.7,"total_velo",261417
2016-10-17,2016,10,17,42,,,,,,,,,9.6,57.7,"total_fahrzeug",2201926
2016-10-17,2016,10,17,42,,,,,,,,,9.6,57.7,"total_oev",
2016-10-17,2016,10,17,42,,,,,,,,,9.6,57.7,"total_fuss",337771
2016-10-17,2016,10,17,42,,,,,,,,,9.6,57.7,"total_velo",291821
2016-10-24,2016,10,24,43,,,,,,,,,9.6,57.7,"total_fahrzeug",2282080
2016-10-24,2016,10,24,43,,,,,,,,,9.6,57.7,"total_oev",
2016-10-24,2016,10,24,43,,,,,,,,,9.6,57.7,"total_fuss",426599
2016-10-24,2016,10,24,43,,,,,,,,,9.6,57.7,"total_velo",297183
2016-10-31,2016,10,31,44,,,,,,,,,9.6,57.7,"total_fahrzeug",2186420
2016-10-31,2016,10,31,44,,,,,,,,,9.6,57.7,"total_oev",
2016-10-31,2016,10,31,44,,,,,,,,,9.6,57.7,"total_fuss",443100
2016-10-31,2016,10,31,44,,,,,,,,,9.6,57.7,"total_velo",302841
2016-11-07,2016,11,7,45,,,,,,,,,5.9,54.7,"total_fahrzeug",2196750
2016-11-07,2016,11,7,45,,,,,,,,,5.9,54.7,"total_oev",
2016-11-07,2016,11,7,45,,,,,,,,,5.9,54.7,"total_fuss",383749
2016-11-07,2016,11,7,45,,,,,,,,,5.9,54.7,"total_velo",261963
2016-11-14,2016,11,14,46,,,,,,,,,5.9,54.7,"total_fahrzeug",2190664
2016-11-14,2016,11,14,46,,,,,,,,,5.9,54.7,"total_oev",
2016-11-14,2016,11,14,46,,,,,,,,,5.9,54.7,"total_fuss",355683
2016-11-14,2016,11,14,46,,,,,,,,,5.9,54.7,"total_velo",269228
2016-11-21,2016,11,21,47,,,,,,,,,5.9,54.7,"total_fahrzeug",2179161
2016-11-21,2016,11,21,47,,,,,,,,,5.9,54.7,"total_oev",
2016-11-21,2016,11,21,47,,,,,,,,,5.9,54.7,"total_fuss",378661
2016-11-21,2016,11,21,47,,,,,,,,,5.9,54.7,"total_velo",288881
2016-11-28,2016,11,28,48,,,,,,,,,5.9,54.7,"total_fahrzeug",2215448
2016-11-28,2016,11,28,48,,,,,,,,,5.9,54.7,"total_oev",
2016-11-28,2016,11,28,48,,,,,,,,,5.9,54.7,"total_fuss",383805
2016-11-28,2016,11,28,48,,,,,,,,,5.9,54.7,"total_velo",268803
2016-12-05,2016,12,5,49,,,,,,,,,1,3.3,"total_fahrzeug",2236882
2016-12-05,2016,12,5,49,,,,,,,,,1,3.3,"total_oev",
2016-12-05,2016,12,5,49,,,,,,,,,1,3.3,"total_fuss",398722
2016-12-05,2016,12,5,49,,,,,,,,,1,3.3,"total_velo",261433
2016-12-12,2016,12,12,50,,,,,,,,,1,3.3,"total_fahrzeug",2230237
2016-12-12,2016,12,12,50,,,,,,,,,1,3.3,"total_oev",
2016-12-12,2016,12,12,50,,,,,,,,,1,3.3,"total_fuss",392358
2016-12-12,2016,12,12,50,,,,,,,,,1,3.3,"total_velo",258119
2016-12-19,2016,12,19,51,,,,,,,,,1,3.3,"total_fahrzeug",2105026
2016-12-19,2016,12,19,51,,,,,,,,,1,3.3,"total_oev",
2016-12-19,2016,12,19,51,,,,,,,,,1,3.3,"total_fuss",339067
2016-12-19,2016,12,19,51,,,,,,,,,1,3.3,"total_velo",217872
2016-12-26,2016,12,26,52,,,,,,,,,1,3.3,"total_fahrzeug",1584418
2016-12-26,2016,12,26,52,,,,,,,,,1,3.3,"total_oev",
2016-12-26,2016,12,26,52,,,,,,,,,1,3.3,"total_fuss",317458
2016-12-26,2016,12,26,52,,,,,,,,,1,3.3,"total_velo",120381
2017-01-02,2017,1,2,1,,,,,,,,,-1.7,38.5,"total_fahrzeug",1811096
2017-01-02,2017,1,2,1,,,,,,,,,-1.7,38.5,"total_oev",
2017-01-02,2017,1,2,1,,,,,,,,,-1.7,38.5,"total_fuss",296416
2017-01-02,2017,1,2,1,,,,,,,,,-1.7,38.5,"total_velo",165367
2017-01-09,2017,1,9,2,,,,,,,,,-1.7,38.5,"total_fahrzeug",1938639
2017-01-09,2017,1,9,2,,,,,,,,,-1.7,38.5,"total_oev",
2017-01-09,2017,1,9,2,,,,,,,,,-1.7,38.5,"total_fuss",324539
2017-01-09,2017,1,9,2,,,,,,,,,-1.7,38.5,"total_velo",184492
2017-01-16,2017,1,16,3,,,,,,,,,-1.7,38.5,"total_fahrzeug",2004615
2017-01-16,2017,1,16,3,,,,,,,,,-1.7,38.5,"total_oev",
2017-01-16,2017,1,16,3,,,,,,,,,-1.7,38.5,"total_fuss",306469
2017-01-16,2017,1,16,3,,,,,,,,,-1.7,38.5,"total_velo",189146
2017-01-23,2017,1,23,4,,,,,,,,,-1.7,38.5,"total_fahrzeug",2048958
2017-01-23,2017,1,23,4,,,,,,,,,-1.7,38.5,"total_oev",
2017-01-23,2017,1,23,4,,,,,,,,,-1.7,38.5,"total_fuss",306766
2017-01-23,2017,1,23,4,,,,,,,,,-1.7,38.5,"total_velo",196705
2017-01-30,2017,1,30,5,,,,,,,,,-1.7,38.5,"total_fahrzeug",1915261
2017-01-30,2017,1,30,5,,,,,,,,,-1.7,38.5,"total_oev",
2017-01-30,2017,1,30,5,,,,,,,,,-1.7,38.5,"total_fuss",316692
2017-01-30,2017,1,30,5,,,,,,,,,-1.7,38.5,"total_velo",220046
2017-02-06,2017,2,6,6,,,,,,,,,5.5,59,"total_fahrzeug",1856461
2017-02-06,2017,2,6,6,,,,,,,,,5.5,59,"total_oev",
2017-02-06,2017,2,6,6,,,,,,,,,5.5,59,"total_fuss",335665
2017-02-06,2017,2,6,6,,,,,,,,,5.5,59,"total_velo",232235
2017-02-13,2017,2,13,7,,,,,,,,,5.5,59,"total_fahrzeug",1873710
2017-02-13,2017,2,13,7,,,,,,,,,5.5,59,"total_oev",
2017-02-13,2017,2,13,7,,,,,,,,,5.5,59,"total_fuss",367370
2017-02-13,2017,2,13,7,,,,,,,,,5.5,59,"total_velo",269501
2017-02-20,2017,2,20,8,,,,,,,,,5.5,59,"total_fahrzeug",1873193
2017-02-20,2017,2,20,8,,,,,,,,,5.5,59,"total_oev",
2017-02-20,2017,2,20,8,,,,,,,,,5.5,59,"total_fuss",352636
2017-02-20,2017,2,20,8,,,,,,,,,5.5,59,"total_velo",280371
2017-02-27,2017,2,27,9,,,,,,,,,5.5,59,"total_fahrzeug",1823959
2017-02-27,2017,2,27,9,,,,,,,,,5.5,59,"total_oev",
2017-02-27,2017,2,27,9,,,,,,,,,5.5,59,"total_fuss",345064
2017-02-27,2017,2,27,9,,,,,,,,,5.5,59,"total_velo",228691
2017-03-06,2017,3,6,10,,,,,,,,,9.6,36.4,"total_fahrzeug",1682500
2017-03-06,2017,3,6,10,,,,,,,,,9.6,36.4,"total_oev",
2017-03-06,2017,3,6,10,,,,,,,,,9.6,36.4,"total_fuss",535537
2017-03-06,2017,3,6,10,,,,,,,,,9.6,36.4,"total_velo",214739
2017-03-13,2017,3,13,11,,,,,,,,,9.6,36.4,"total_fahrzeug",1895015
2017-03-13,2017,3,13,11,,,,,,,,,9.6,36.4,"total_oev",
2017-03-13,2017,3,13,11,,,,,,,,,9.6,36.4,"total_fuss",396087
2017-03-13,2017,3,13,11,,,,,,,,,9.6,36.4,"total_velo",334297
2017-03-20,2017,3,20,12,,,,,,,,,9.6,36.4,"total_fahrzeug",2103912
2017-03-20,2017,3,20,12,,,,,,,,,9.6,36.4,"total_oev",
2017-03-20,2017,3,20,12,,,,,,,,,9.6,36.4,"total_fuss",403968
2017-03-20,2017,3,20,12,,,,,,,,,9.6,36.4,"total_velo",336512
2017-03-27,2017,3,27,13,,,,,,,,,9.6,36.4,"total_fahrzeug",2168460
2017-03-27,2017,3,27,13,,,,,,,,,9.6,36.4,"total_oev",
2017-03-27,2017,3,27,13,,,,,,,,,9.6,36.4,"total_fuss",424168
2017-03-27,2017,3,27,13,,,,,,,,,9.6,36.4,"total_velo",377921
2017-04-03,2017,4,3,14,,,,,,,,,9.9,66.2,"total_fahrzeug",2168749
2017-04-03,2017,4,3,14,,,,,,,,,9.9,66.2,"total_oev",
2017-04-03,2017,4,3,14,,,,,,,,,9.9,66.2,"total_fuss",418435
2017-04-03,2017,4,3,14,,,,,,,,,9.9,66.2,"total_velo",384377
2017-04-10,2017,4,10,15,,,,,,,,,9.9,66.2,"total_fahrzeug",1881937
2017-04-10,2017,4,10,15,,,,,,,,,9.9,66.2,"total_oev",
2017-04-10,2017,4,10,15,,,,,,,,,9.9,66.2,"total_fuss",347208
2017-04-10,2017,4,10,15,,,,,,,,,9.9,66.2,"total_velo",291163
2017-04-17,2017,4,17,16,,,,,,,,,9.9,66.2,"total_fahrzeug",1914807
2017-04-17,2017,4,17,16,,,,,,,,,9.9,66.2,"total_oev",
2017-04-17,2017,4,17,16,,,,,,,,,9.9,66.2,"total_fuss",336206
2017-04-17,2017,4,17,16,,,,,,,,,9.9,66.2,"total_velo",260787
2017-04-24,2017,4,24,17,,,,,,,,,9.9,66.2,"total_fahrzeug",2209707
2017-04-24,2017,4,24,17,,,,,,,,,9.9,66.2,"total_oev",
2017-04-24,2017,4,24,17,,,,,,,,,9.9,66.2,"total_fuss",384404
2017-04-24,2017,4,24,17,,,,,,,,,9.9,66.2,"total_velo",303205
2017-05-01,2017,5,1,18,,,,,,,,,15.8,112.7,"total_fahrzeug",1931107
2017-05-01,2017,5,1,18,,,,,,,,,15.8,112.7,"total_oev",
2017-05-01,2017,5,1,18,,,,,,,,,15.8,112.7,"total_fuss",358311
2017-05-01,2017,5,1,18,,,,,,,,,15.8,112.7,"total_velo",288613
2017-05-08,2017,5,8,19,,,,,,,,,15.8,112.7,"total_fahrzeug",2068940
2017-05-08,2017,5,8,19,,,,,,,,,15.8,112.7,"total_oev",
2017-05-08,2017,5,8,19,,,,,,,,,15.8,112.7,"total_fuss",399550
2017-05-08,2017,5,8,19,,,,,,,,,15.8,112.7,"total_velo",352673
2017-05-15,2017,5,15,20,,,,,,,,,15.8,112.7,"total_fahrzeug",2019266
2017-05-15,2017,5,15,20,,,,,,,,,15.8,112.7,"total_oev",
2017-05-15,2017,5,15,20,,,,,,,,,15.8,112.7,"total_fuss",420445
2017-05-15,2017,5,15,20,,,,,,,,,15.8,112.7,"total_velo",396337
2017-05-22,2017,5,22,21,,,,,,,,,15.8,112.7,"total_fahrzeug",1814752
2017-05-22,2017,5,22,21,,,,,,,,,15.8,112.7,"total_oev",
2017-05-22,2017,5,22,21,,,,,,,,,15.8,112.7,"total_fuss",400228
