"date","year","month","day","weeknr","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","covid_cases_bs","pm25","temperature","precipitation","mode","total_per_mode"
2015-07-27,2015,7,27,31,,,,,,,,,23.2,22.9,"total_fuss",253439
2015-07-27,2015,7,27,31,,,,,,,,,23.2,22.9,"total_velo",258756
2015-08-03,2015,8,3,32,,,,,,,,,21,73.7,"total_fahrzeug",1785617
2015-08-03,2015,8,3,32,,,,,,,,,21,73.7,"total_oev",
2015-08-03,2015,8,3,32,,,,,,,,,21,73.7,"total_fuss",240181
2015-08-03,2015,8,3,32,,,,,,,,,21,73.7,"total_velo",287295
2015-08-10,2015,8,10,33,,,,,,,,,21,73.7,"total_fahrzeug",1946065
2015-08-10,2015,8,10,33,,,,,,,,,21,73.7,"total_oev",
2015-08-10,2015,8,10,33,,,,,,,,,21,73.7,"total_fuss",245468
2015-08-10,2015,8,10,33,,,,,,,,,21,73.7,"total_velo",275353
2015-08-17,2015,8,17,34,,,,,,,,,21,73.7,"total_fahrzeug",1985095
2015-08-17,2015,8,17,34,,,,,,,,,21,73.7,"total_oev",
2015-08-17,2015,8,17,34,,,,,,,,,21,73.7,"total_fuss",272840
2015-08-17,2015,8,17,34,,,,,,,,,21,73.7,"total_velo",338307
2015-08-24,2015,8,24,35,,,,,,,,,21,73.7,"total_fahrzeug",2021119
2015-08-24,2015,8,24,35,,,,,,,,,21,73.7,"total_oev",
2015-08-24,2015,8,24,35,,,,,,,,,21,73.7,"total_fuss",261542
2015-08-24,2015,8,24,35,,,,,,,,,21,73.7,"total_velo",336869
2015-08-31,2015,8,31,36,,,,,,,,,21,73.7,"total_fahrzeug",2029213
2015-08-31,2015,8,31,36,,,,,,,,,21,73.7,"total_oev",
2015-08-31,2015,8,31,36,,,,,,,,,21,73.7,"total_fuss",263244
2015-08-31,2015,8,31,36,,,,,,,,,21,73.7,"total_velo",333263
2015-09-07,2015,9,7,37,,,,,,,,,14.4,49,"total_fahrzeug",2010988
2015-09-07,2015,9,7,37,,,,,,,,,14.4,49,"total_oev",
2015-09-07,2015,9,7,37,,,,,,,,,14.4,49,"total_fuss",268904
2015-09-07,2015,9,7,37,,,,,,,,,14.4,49,"total_velo",337738
2015-09-14,2015,9,14,38,,,,,,,,,14.4,49,"total_fahrzeug",2037934
2015-09-14,2015,9,14,38,,,,,,,,,14.4,49,"total_oev",
2015-09-14,2015,9,14,38,,,,,,,,,14.4,49,"total_fuss",267231
2015-09-14,2015,9,14,38,,,,,,,,,14.4,49,"total_velo",317502
2015-09-21,2015,9,21,39,,,,,,,,,14.4,49,"total_fahrzeug",2055729
2015-09-21,2015,9,21,39,,,,,,,,,14.4,49,"total_oev",
2015-09-21,2015,9,21,39,,,,,,,,,14.4,49,"total_fuss",287254
2015-09-21,2015,9,21,39,,,,,,,,,14.4,49,"total_velo",327099
2015-09-28,2015,9,28,40,,,,,,,,,14.4,49,"total_fahrzeug",2080368
2015-09-28,2015,9,28,40,,,,,,,,,14.4,49,"total_oev",
2015-09-28,2015,9,28,40,,,,,,,,,14.4,49,"total_fuss",297985
2015-09-28,2015,9,28,40,,,,,,,,,14.4,49,"total_velo",330885
2015-10-05,2015,10,5,41,,,,,,,,,10.2,36,"total_fahrzeug",1971960
2015-10-05,2015,10,5,41,,,,,,,,,10.2,36,"total_oev",
2015-10-05,2015,10,5,41,,,,,,,,,10.2,36,"total_fuss",250697
2015-10-05,2015,10,5,41,,,,,,,,,10.2,36,"total_velo",245397
2015-10-12,2015,10,12,42,,,,,,,,,10.2,36,"total_fahrzeug",2007796
2015-10-12,2015,10,12,42,,,,,,,,,10.2,36,"total_oev",
2015-10-12,2015,10,12,42,,,,,,,,,10.2,36,"total_fuss",259668
2015-10-12,2015,10,12,42,,,,,,,,,10.2,36,"total_velo",234464
2015-10-19,2015,10,19,43,,,,,,,,,10.2,36,"total_fahrzeug",2163812
2015-10-19,2015,10,19,43,,,,,,,,,10.2,36,"total_oev",
2015-10-19,2015,10,19,43,,,,,,,,,10.2,36,"total_fuss",302524
2015-10-19,2015,10,19,43,,,,,,,,,10.2,36,"total_velo",308565
