date,year,month,day,weeknr,total_fahrzeug,total_oev,total_fuss,total_velo,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,covid_cases_bs,pm25,temperature,precipitation,total_transport
2019-04-01T00:00:00Z,2019,4,1,14,2153699,NA,374302,338132,NA,NA,NA,NA,NA,NA,NA,NA,9.9,65.4,2866133
2019-04-08T00:00:00Z,2019,4,8,15,2084351,NA,355693,350530,NA,NA,NA,NA,NA,NA,NA,NA,9.9,65.4,2790574
2019-04-15T00:00:00Z,2019,4,15,16,1835720,NA,368196,312479,NA,NA,NA,NA,NA,NA,NA,NA,9.9,65.4,2516395
2019-04-22T00:00:00Z,2019,4,22,17,1894829,NA,326041,296007,NA,NA,NA,NA,NA,NA,NA,NA,9.9,65.4,2516877
2019-04-29T00:00:00Z,2019,4,29,18,1988673,NA,341598,336821,NA,NA,NA,NA,NA,NA,NA,NA,9.9,65.4,2667092
2019-05-06T00:00:00Z,2019,5,6,19,2114269,NA,336745,359017,NA,NA,NA,NA,NA,NA,NA,NA,12.2,77.7,2810031
2019-05-13T00:00:00Z,2019,5,13,20,2101234,NA,363787,424202,NA,NA,NA,NA,NA,NA,NA,NA,12.2,77.7,2889223
2019-05-20T00:00:00Z,2019,5,20,21,2111291,NA,354835,414754,NA,NA,NA,NA,NA,NA,NA,NA,12.2,77.7,2880880
2019-05-27T00:00:00Z,2019,5,27,22,1893989,NA,332807,375711,NA,NA,NA,NA,NA,NA,NA,NA,12.2,77.7,2602507
2019-06-03T00:00:00Z,2019,6,3,23,2076531,NA,329332,428062,NA,NA,NA,NA,NA,NA,NA,NA,20.4,86.2,2833925
2019-06-10T00:00:00Z,2019,6,10,24,2043563,NA,372939,383045,NA,NA,NA,NA,NA,NA,NA,NA,20.4,86.2,2799547
2019-06-17T00:00:00Z,2019,6,17,25,2109574,NA,353612,463201,NA,NA,NA,NA,NA,NA,NA,NA,20.4,86.2,2926387
2019-06-24T00:00:00Z,2019,6,24,26,2066741,NA,345419,484812,NA,NA,NA,NA,NA,NA,NA,NA,20.4,86.2,2896972
2019-07-01T00:00:00Z,2019,7,1,27,1939584,NA,299855,413882,NA,NA,NA,NA,NA,NA,NA,NA,21.6,84.7,2653321
2019-07-08T00:00:00Z,2019,7,8,28,1860674,NA,324972,382867,NA,NA,NA,NA,NA,NA,NA,NA,21.6,84.7,2568513
2019-07-15T00:00:00Z,2019,7,15,29,1819624,NA,305160,383436,NA,NA,NA,NA,NA,NA,NA,NA,21.6,84.7,2508220
2019-07-22T00:00:00Z,2019,7,22,30,1771022,NA,247632,346974,NA,NA,NA,NA,NA,NA,NA,NA,21.6,84.7,2365628
2019-07-29T00:00:00Z,2019,7,29,31,1676357,NA,305452,349256,NA,NA,NA,NA,NA,NA,NA,NA,21.6,84.7,2331065
2019-08-05T00:00:00Z,2019,8,5,32,1911944,NA,304890,383568,NA,NA,NA,NA,NA,NA,NA,NA,20.2,108,2600402
2019-08-12T00:00:00Z,2019,8,12,33,1989776,NA,368397,456760,NA,NA,NA,NA,NA,NA,NA,NA,20.2,108,2814933
2019-08-19T00:00:00Z,2019,8,19,34,1969039,NA,360479,427272,NA,NA,NA,NA,NA,NA,NA,NA,20.2,108,2756790
2019-08-26T00:00:00Z,2019,8,26,35,1954820,NA,330331,483149,NA,NA,NA,NA,NA,NA,NA,NA,20.2,108,2768300
2019-09-02T00:00:00Z,2019,9,2,36,1952819,NA,337533,424113,NA,NA,NA,NA,NA,NA,NA,NA,16.1,57.8,2714465
2019-09-09T00:00:00Z,2019,9,9,37,1955685,NA,371084,560614,NA,NA,NA,NA,NA,NA,NA,NA,16.1,57.8,2887383
2019-09-16T00:00:00Z,2019,9,16,38,1999093,NA,349761,547590,NA,NA,NA,NA,NA,NA,NA,NA,16.1,57.8,2896444
2019-09-23T00:00:00Z,2019,9,23,39,2027135,NA,334434,467743,NA,NA,NA,NA,NA,NA,NA,NA,16.1,57.8,2829312
2019-09-30T00:00:00Z,2019,9,30,40,1895745,NA,311323,322904,NA,NA,NA,NA,NA,NA,NA,NA,16.1,57.8,2529972
2019-10-07T00:00:00Z,2019,10,7,41,1929333,NA,334121,339520,NA,NA,NA,NA,NA,NA,NA,NA,12.5,110.3,2602974
2019-10-14T00:00:00Z,2019,10,14,42,2024646,NA,333584,392020,NA,NA,NA,NA,NA,NA,NA,NA,12.5,110.3,2750250
2019-10-21T00:00:00Z,2019,10,21,43,2029163,NA,406008,417937,NA,NA,NA,NA,NA,NA,NA,NA,12.5,110.3,2853108
2019-10-28T00:00:00Z,2019,10,28,44,2052825,NA,384700,332909,NA,NA,NA,NA,NA,NA,NA,NA,12.5,110.3,2770434
2019-11-04T00:00:00Z,2019,11,4,45,2113489,NA,388743,368268,NA,NA,NA,NA,NA,NA,NA,6.4,6.3,55.1,2870500
2019-11-11T00:00:00Z,2019,11,11,46,2070002,NA,328737,357769,NA,NA,NA,NA,NA,NA,NA,12.1,6.3,55.1,2756508
2019-11-18T00:00:00Z,2019,11,18,47,2085623,NA,335988,374245,NA,NA,NA,NA,NA,NA,NA,20,6.3,55.1,2795856
2019-11-25T00:00:00Z,2019,11,25,48,2132779,NA,366293,341000,NA,NA,NA,NA,NA,NA,NA,6.8,6.3,55.1,2840072
2019-12-02T00:00:00Z,2019,12,2,49,2123740,NA,364301,346417,NA,NA,NA,NA,NA,NA,NA,21.35,4.9,50.9,2834458
2019-12-09T00:00:00Z,2019,12,9,50,2139524,NA,366138,319679,NA,NA,NA,NA,NA,NA,NA,2.9,4.9,50.9,2825341
2019-12-16T00:00:00Z,2019,12,16,51,2139185,NA,372337,329204,NA,NA,NA,NA,NA,NA,NA,7.95,4.9,50.9,2840726
2019-12-23T00:00:00Z,2019,12,23,52,1527902,NA,258734,129683,NA,NA,NA,NA,NA,NA,NA,7.45,4.9,50.9,1916319
2019-12-30T00:00:00Z,2019,12,30,1,1537822,NA,315575,176318,NA,NA,NA,NA,NA,NA,NA,21.4,4.9,50.9,2029715
2020-01-06T00:00:00Z,2020,1,6,2,1939482,NA,334405,358662,NA,NA,NA,NA,NA,NA,NA,13.8,3.6,16.5,2632549
2020-01-13T00:00:00Z,2020,1,13,3,2014918,NA,353354,367671,NA,NA,NA,NA,NA,NA,NA,12.850000000000001,3.6,16.5,2735943
2020-01-20T00:00:00Z,2020,1,20,4,2009230,NA,326581,346194,NA,NA,NA,NA,NA,NA,NA,23.2,3.6,16.5,2682005
2020-01-27T00:00:00Z,2020,1,27,5,2031284,NA,324048,322725,NA,NA,NA,NA,NA,NA,NA,1.7,3.6,16.5,2678057
2020-02-03T00:00:00Z,2020,2,3,6,2030743,2507000,345797,337974,NA,NA,NA,NA,NA,NA,NA,8.5,7.6,69.8,5221514
2020-02-10T00:00:00Z,2020,2,10,7,2062417,2538000,336816,324431,7.196078431372549,6.2682926829268295,30.96969696969697,10.807692307692308,-1.108695652173913,-0.8214285714285714,NA,4,7.6,69.8,5261664
2020-02-17T00:00:00Z,2020,2,17,8,2008957,2479000,357657,395659,2.9226519337016574,1.372093023255814,26.2,7.016483516483516,-2.5138121546961325,0.19548872180451127,NA,2.5,7.6,69.8,5241273
2020-02-24T00:00:00Z,2020,2,24,9,1919591,2168000,317346,290871,0.6795580110497238,4.456647398843931,10.5,-1.7637362637362637,-5.933701657458563,1.7348484848484849,0,2.1,7.6,69.8,4695808
2020-03-02T00:00:00Z,2020,3,2,10,1801111,1873000,309668,258374,-2.8066298342541436,0.7953216374269005,-1.5089285714285714,-6.6208791208791204,-2.4751381215469612,2.3636363636363638,3.2857142857142856,3.3,7.3,47.9,4242153
2020-03-09T00:00:00Z,2020,3,9,11,1852683,1932000,319402,378863,-11.314917127071823,7.099415204678363,5.375,-13.302197802197803,-4.2154696132596685,4.221374045801527,12.666666666666666,2.75,7.3,47.9,4482948
2020-03-16T00:00:00Z,2020,3,16,12,1267764,822000,227458,300725,-58.824175824175825,-5.436781609195402,-5.5588235294117645,-48.357142857142854,-36.010989010989015,17.700854700854702,35.5,10.350000000000001,7.3,47.9,2617947
2020-03-23T00:00:00Z,2020,3,23,13,1142995,572000,184059,239881,-68.9065934065934,-19.222857142857144,-14.221153846153847,-56.417582417582416,-44.41208791208791,22.234782608695653,35.57142857142857,14.5,7.3,47.9,2138935
2020-03-30T00:00:00Z,2020,3,30,14,1198349,608000,206758,266102,-78.22950819672131,-4.3604651162790695,6.554455445544554,-49.65384615384615,-43.93956043956044,21.51304347826087,26.285714285714285,9.8,7.3,47.9,2279209
2020-04-06T00:00:00Z,2020,4,6,15,1161909,588000,217566,303744,-74.92142857142858,-8.834710743801653,28.27659574468085,-46.65384615384615,-49.11538461538461,20.36111111111111,12.571428571428571,12.1,13.5,16.8,2271219
2020-04-13T00:00:00Z,2020,4,13,16,1157590,613000,216624,313553,-74.4,-23.65891472868217,31.150537634408604,-45.58791208791209,-46.80769230769231,20.53153153153153,7.142857142857143,5.7,13.5,16.8,2300767
2020-04-20T00:00:00Z,2020,4,20,17,1311810,699000,234807,346858,-70.5,-13.9375,26.989583333333332,-42.45054945054945,-37.17032967032967,17.941176470588236,1.8571428571428572,6.6,13.5,16.8,2592475
2020-04-27T00:00:00Z,2020,4,27,18,1327258,780000,213980,269256,-64.54676258992805,-10.10236220472441,-7.169811320754717,-42.57692307692308,-36.285714285714285,17.5982905982906,2.2857142857142856,2.4,13.5,16.8,2590494
2020-05-04T00:00:00Z,2020,5,4,19,1401667,915000,247678,362442,-55.61594202898551,-3.7669172932330826,36.316326530612244,-33.582417582417584,-28.5989010989011,14.096,1.7142857142857142,6,14.7,73.6,2926787
2020-05-11T00:00:00Z,2020,5,11,20,1539426,1232000,277537,338943,-33.43971631205674,-0.8571428571428571,5.894230769230769,-30.093406593406595,-20.92265193370166,12.095238095238095,0.8571428571428571,11.2,14.7,73.6,3387906
2020-05-18T00:00:00Z,2020,5,18,21,1394834,1153000,276490,380634,-27.29655172413793,-4.222222222222222,31.161616161616163,-20.30939226519337,-33.027624309392266,11.008333333333333,0.2857142857142857,5.4,14.7,73.6,3204958
2020-05-25T00:00:00Z,2020,5,25,22,1594379,1402000,327406,447982,-16.140845070422536,8.022058823529411,15.51923076923077,-13.005524861878452,-16.39779005524862,7.698412698412699,0.2857142857142857,3.3,14.7,73.6,3771767
2020-06-01T00:00:00Z,2020,6,1,23,1500490,1348000,292738,375909,-24.055172413793102,-6.82962962962963,-12.485714285714286,-23.386740331491712,-23.87292817679558,9.48360655737705,0.5714285714285714,2.9,17.8,79.1,3517137
2020-06-08T00:00:00Z,2020,6,8,24,1641288,1475000,308542,416122,-17.85135135135135,-3.5,4.009708737864078,-19.395604395604394,-19.07734806629834,7.346774193548387,0.14285714285714285,4.2,17.8,79.1,3840952
2020-06-15T00:00:00Z,2020,6,15,25,1788857,1714000,309185,452771,-12.452702702702704,0.5882352941176471,26.544554455445546,-11.571428571428571,-13.05524861878453,4.905511811023622,0.2857142857142857,2.6,17.8,79.1,4264813
2020-06-22T00:00:00Z,2020,6,22,26,1772251,1722000,315620,507466,-9.919463087248323,2.4191176470588234,56.344086021505376,-4.50828729281768,-14.027624309392266,2.543307086614173,0,5,17.8,79.1,4317337
2020-06-29T00:00:00Z,2020,6,29,27,1737419,1628000,297424,456287,-5.864864864864865,4.75,66.64893617021276,-3.5,-13.154696132596685,2.46875,0.7142857142857143,2,17.8,79.1,4119130
2020-07-06T00:00:00Z,2020,7,6,28,1698423,1467000,305066,464661,-7.0675675675675675,3.3088235294117645,89.03296703296704,-4.697802197802198,-18.674033149171272,2.251968503937008,2.5714285714285716,2.3,21.3,5.6,3935150
2020-07-13T00:00:00Z,2020,7,13,29,1669291,1430000,280795,415470,-7.413333333333333,1.5766423357664234,92.6043956043956,-5.818681318681318,-21.46961325966851,2.9291338582677167,2.4285714285714284,3.8,21.3,5.6,3795556
2020-07-20T00:00:00Z,2020,7,20,30,1640012,1421000,257462,440017,-8.253333333333334,0.3602941176470588,110.78651685393258,-6.582417582417582,-25.955801104972377,2.8442622950819674,1.5714285714285714,4.6,21.3,5.6,3758491
2020-07-27T00:00:00Z,2020,7,27,31,1633110,1379000,245550,428808,-16.32,-6.094890510948905,120.89411764705882,-6.835164835164835,-34.392265193370164,2.9421487603305785,4.571428571428571,3.8,21.3,5.6,3686468
2020-08-03T00:00:00Z,2020,8,3,32,1736961,1584000,291518,453107,-5.953020134228188,1.9851851851851852,115.55555555555556,-4.359116022099448,-28.34254143646409,2.9918032786885247,2.4285714285714284,5.6,21.1,127.9,4065586
2020-08-10T00:00:00Z,2020,8,10,33,1774324,1676000,280200,513990,-8.550335570469798,-1.891304347826087,106.13793103448276,-3.4175824175824174,-22.104972375690608,2.8188976377952755,7.857142857142857,5.7,21.1,127.9,4244514
2020-08-17T00:00:00Z,2020,8,17,34,1786253,1678000,293313,500541,-10.455882352941176,-1.6774193548387097,97,-10.922330097087379,-20.77570093457944,2.236220472440945,6.142857142857143,2.7,21.1,127.9,4258107
2020-08-24T00:00:00Z,2020,8,24,35,1785425,1755000,279562,435292,-11.441176470588236,-1.0793650793650793,24.363636363636363,-14.304761904761905,-19.34259259259259,2.626984126984127,4.285714285714286,2,21.1,127.9,4255279
2020-08-31T00:00:00Z,2020,8,31,36,1806363,1784000,318019,470078,-8.852941176470589,-1.5555555555555556,65,-9.216981132075471,-18.906542056074766,1.3700787401574803,4,3.8,21.1,127.9,4378460
2020-09-07T00:00:00Z,2020,9,7,37,1819179,1775000,323693,518673,-4.932038834951456,-1.5869565217391304,108.20833333333333,-1.0287769784172662,-16.154362416107382,0.4409448818897638,4.428571428571429,6.6,17,46.2,4436545
2020-09-14T00:00:00Z,2020,9,14,38,1811745,1747000,302805,531013,-6.74496644295302,-1.5703703703703704,84.56179775280899,-1.8956043956043955,-13.292817679558011,0.46875,3,12.4,17,46.2,4392563
2020-09-21T00:00:00Z,2020,9,21,39,1837055,1797000,276301,433760,-11.125827814569536,-2.7205882352941178,21.727272727272727,-11.126373626373626,-14.56043956043956,3.1357142857142857,2.2857142857142856,2.5,17,46.2,4344116
2020-09-28T00:00:00Z,2020,9,28,40,1753335,1654000,305680,340041,-9.158940397350994,-1.3088235294117647,26.603960396039604,-11.285714285714286,-16.07182320441989,3.1888111888111887,5.285714285714286,3.8,17,46.2,4053056
2020-10-05T00:00:00Z,2020,10,5,41,1750358,1427000,288254,333159,-12.36,-3.1544117647058822,25.43,-15.258241758241759,-19.298342541436465,3.8531468531468533,11.714285714285714,2.3,10.6,106.6,3798771
2020-10-12T00:00:00Z,2020,10,12,42,1835391,1811000,300394,404207,-14.08,-2.466666666666667,19.474747474747474,-17.785714285714285,-17.76795580110497,5.188811188811189,29.571428571428573,8.8,10.6,106.6,4350992
2020-10-19T00:00:00Z,2020,10,19,43,1791873,1722000,305900,403264,-17.132450331125828,-2.727272727272727,26.707070707070706,-17.86813186813187,-15.867403314917127,6.391608391608392,61,8.1,10.6,106.6,4223037
2020-10-26T00:00:00Z,2020,10,26,44,1721867,1648000,290711,351983,-21.90728476821192,-2.272727272727273,5.607843137254902,-24.928571428571427,-16.34806629834254,8.307692307692308,84.42857142857143,3.5,10.6,106.6,4012561
2020-11-02T00:00:00Z,2020,11,2,45,1673988,1596000,289851,367275,-26.61904761904762,-3.393939393939394,5.2,-27.054945054945055,-18.314917127071823,9.573426573426573,81.57142857142857,9.9,6.8,18.1,3927114
2020-11-09T00:00:00Z,2020,11,9,46,1679923,1596000,317846,406216,-26.6,-1.893939393939394,19.97979797979798,-23.543956043956044,-17.359116022099446,9.125874125874127,105.71428571428571,13.9,6.8,18.1,3999985
2020-11-16T00:00:00Z,2020,11,16,47,1700079,1615000,292548,367375,-27.586666666666666,-2.5984848484848486,0.5047619047619047,-27.46153846153846,-16.386740331491712,9.531468531468532,106.14285714285714,7.6,6.8,18.1,3975002
2020-11-23T00:00:00Z,2020,11,23,48,1670450,1581000,281384,338820,-22.77027027027027,0.8257575757575758,-9.692307692307692,-27.5,-15.07182320441989,8.832167832167832,94.42857142857143,18.3,6.8,18.1,3871654
2020-11-30T00:00:00Z,2020,11,30,49,1660539,1606000,260079,285393,-25.58219178082192,1.4772727272727273,-22.59259259259259,-29.17032967032967,-14.491712707182321,9.426573426573427,91.71428571428571,13.7,6.8,18.1,3812011
2020-12-07T00:00:00Z,2020,12,7,50,1651031,1568000,272515,293649,-25.308724832214764,-3.757575757575758,-17.14814814814815,-29.51098901098901,-18.099447513812155,9.902097902097902,95.71428571428571,15,4.1,68.3,3785195
2020-12-14T00:00:00Z,2020,12,14,51,1656663,1563000,280759,302996,-19.523809523809526,2,-10.205607476635514,-27.456043956043956,-14.10989010989011,8.839160839160838,96.14285714285714,14.2,4.1,68.3,3803418
2020-12-21T00:00:00Z,2020,12,21,52,1330556,1099000,229823,190267,-41.96621621621622,-15.5,-7.190476190476191,-41.043956043956044,-47.94505494505494,14.992957746478874,69.71428571428571,6.6,4.1,68.3,2849646
2020-12-28T00:00:00Z,2020,12,28,53,1147713,1008000,233299,147371,-47.52348993288591,-11.559701492537313,3.660377358490566,-43.75824175824176,-57.530386740331494,18.73049645390071,59.57142857142857,8,4.1,68.3,2536383
2021-01-04T00:00:00Z,2021,1,4,1,1500146,1407000,277633,262913,-42.10958904109589,-7.7593984962406015,-5.009615384615385,-35.44505494505494,-28.686813186813186,13.401408450704226,62.142857142857146,18.4,2.2,110.2,3447692
2021-01-11T00:00:00Z,2021,1,11,2,1571003,1564000,256809,192461,-43.57432432432432,-9.917293233082706,-22.53271028037383,-32.64835164835165,-21.197802197802197,11.049295774647888,35.285714285714285,11.1,2.2,110.2,3584273
2021-01-18T00:00:00Z,2021,1,18,3,1564233,1334000,256753,242110,-52.585034013605444,-9.12781954887218,-6.066037735849057,-33.32967032967033,-24.225274725274726,11.95774647887324,30.285714285714285,4.9,2.2,110.2,3397096
2021-01-25T00:00:00Z,2021,1,25,4,1605242,1372000,239249,217207,-52.585034013605444,-6.93984962406015,-22.69158878504673,-36.69230769230769,-23.983516483516482,12.422535211267606,26.142857142857142,4.6,2.2,110.2,3433698
2021-02-01T00:00:00Z,2021,2,1,5,1618219,1363000,263532,252924,-50.55102040816327,-4.406015037593985,-10.80188679245283,-35.065934065934066,-24.434065934065934,11.683098591549296,26,4.6,5.2,33.7,3497675
2021-02-08T00:00:00Z,2021,2,8,6,1566141,1473000,240744,145322,-49.02721088435374,-1.7575757575757576,-3.0754716981132075,-32.0989010989011,-23.9010989010989,11.76056338028169,18.142857142857142,13.4,5.2,33.7,3425207
2021-02-15T00:00:00Z,2021,2,15,7,1583998,1270000,295961,246645,-44.77181208053691,2.378787878787879,39.5360824742268,-24.565934065934066,-24.353591160220994,10.587412587412587,12.285714285714286,10.6,5.2,33.7,3396604
2021-02-22T00:00:00Z,2021,2,22,8,1605597,1277000,334147,299205,-42.16,6.2105263157894735,43.05154639175258,-23.708791208791208,-20.41988950276243,9.622377622377622,13.857142857142858,12.9,5.2,33.7,3515949
2021-03-01T00:00:00Z,2021,3,1,9,1728574,1569000,327055,334659,-31.946308724832214,9.068702290076336,18.8,-23.307692307692307,-18.521978021978022,8.923076923076923,19.714285714285715,19,6.7,53.3,3959288
2021-03-08T00:00:00Z,2021,3,8,10,1715052,1536000,278574,301939,-34.648648648648646,7.863636363636363,3.75,-26.9010989010989,-17.0989010989011,9.482517482517483,23.142857142857142,2.7,6.7,53.3,3831565
2021-03-15T00:00:00Z,2021,3,15,11,1719352,1529000,271764,278385,-36.695945945945944,6.442748091603053,2.8446601941747574,-27.37912087912088,-17.696132596685082,10.006993006993007,27.285714285714285,7,6.7,53.3,3798501
2021-03-22T00:00:00Z,2021,3,22,12,1745706,1551000,324994,365825,-29.651006711409394,12.335877862595419,46.16842105263158,-18.576923076923077,-14.535911602209945,7.972027972027972,32.57142857142857,7.5,6.7,53.3,3987525
2021-03-29T00:00:00Z,2021,3,29,13,1622155,1367000,338076,345726,-31.066225165562916,11.363636363636363,79.37209302325581,-15.983516483516484,-25.950276243093924,8.20979020979021,35.285714285714285,6.7,6.7,53.3,3672957
2021-04-05T00:00:00Z,2021,4,5,14,1606027,1322000,286245,272222,-35.21333333333333,1.621212121212121,44.42857142857143,-24.164835164835164,-30.38121546961326,11.112676056338028,36.42857142857143,3.7,NA,NA,3486494
2021-04-12T00:00:00Z,2021,4,12,15,1752538,1564000,310634,312504,-32.148648648648646,9.450381679389313,28.82,-24.681318681318682,-19.39779005524862,9.405594405594405,45.57142857142857,7.6,NA,NA,3939676
2021-04-19T00:00:00Z,2021,4,19,16,1782519,1629000,335998,424153,NA,NA,NA,NA,NA,NA,52.42857142857143,8.4,NA,NA,4171670
2021-04-26T00:00:00Z,2021,4,26,17,1733844,1573000,37264,91521,NA,NA,NA,NA,NA,NA,52.57142857142857,9.7,NA,NA,3435629
2021-05-03T00:00:00Z,2021,5,3,18,1735920,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.142857142857146,2.9,NA,NA,1735920
