FK_ZAEHLER,FK_STANDORT,year,month,day,hour,total_fuss,total_velo,datum
ECO09022739,5,2009,12,3,8,0,61,2009-12-03T08:00:00Z
ECO09022739,5,2009,12,3,9,0,65,2009-12-03T09:00:00Z
ECO09022739,5,2009,12,3,10,0,20,2009-12-03T10:00:00Z
ECO09022739,5,2009,12,3,11,0,20,2009-12-03T11:00:00Z
ECO09022739,5,2009,12,3,12,0,22,2009-12-03T12:00:00Z
ECO09022739,5,2009,12,3,13,0,9,2009-12-03T13:00:00Z
ECO09022739,5,2009,12,3,14,0,17,2009-12-03T14:00:00Z
ECO09022739,5,2009,12,3,15,0,12,2009-12-03T15:00:00Z
ECO09022739,5,2009,12,3,16,0,13,2009-12-03T16:00:00Z
ECO09022739,5,2009,12,3,17,0,16,2009-12-03T17:00:00Z
ECO09022739,5,2009,12,3,18,0,10,2009-12-03T18:00:00Z
ECO09022739,5,2009,12,3,19,0,20,2009-12-03T19:00:00Z
ECO09022739,5,2009,12,3,20,0,8,2009-12-03T20:00:00Z
ECO09022739,5,2009,12,3,21,0,5,2009-12-03T21:00:00Z
ECO09022739,5,2009,12,3,22,0,1,2009-12-03T22:00:00Z
ECO09022739,5,2009,12,3,23,0,3,2009-12-03T23:00:00Z
ECO09022739,5,2009,12,4,0,0,1,2009-12-04T00:00:00Z
ECO09022739,5,2009,12,4,1,0,0,2009-12-04T01:00:00Z
ECO09022739,5,2009,12,4,2,0,0,2009-12-04T02:00:00Z
ECO09022739,5,2009,12,4,3,0,0,2009-12-04T03:00:00Z
ECO09022739,5,2009,12,4,4,0,0,2009-12-04T04:00:00Z
ECO09022739,5,2009,12,4,5,0,0,2009-12-04T05:00:00Z
ECO09022739,5,2009,12,4,6,0,3,2009-12-04T06:00:00Z
ECO09022739,5,2009,12,4,7,0,21,2009-12-04T07:00:00Z
ECO09022739,5,2009,12,4,8,0,38,2009-12-04T08:00:00Z
ECO09022739,5,2009,12,4,9,0,50,2009-12-04T09:00:00Z
ECO09022739,5,2009,12,4,10,0,24,2009-12-04T10:00:00Z
ECO09022739,5,2009,12,4,11,0,13,2009-12-04T11:00:00Z
ECO09022739,5,2009,12,4,12,0,13,2009-12-04T12:00:00Z
ECO09022739,5,2009,12,4,13,0,6,2009-12-04T13:00:00Z
ECO09022739,5,2009,12,4,14,0,24,2009-12-04T14:00:00Z
ECO09022739,5,2009,12,4,15,0,12,2009-12-04T15:00:00Z
ECO09022739,5,2009,12,4,16,0,13,2009-12-04T16:00:00Z
ECO09022739,5,2009,12,4,17,0,20,2009-12-04T17:00:00Z
ECO09022739,5,2009,12,4,18,0,17,2009-12-04T18:00:00Z
ECO09022739,5,2009,12,4,19,0,34,2009-12-04T19:00:00Z
ECO09022739,5,2009,12,4,20,0,16,2009-12-04T20:00:00Z
ECO09022739,5,2009,12,4,21,0,13,2009-12-04T21:00:00Z
ECO09022739,5,2009,12,4,22,0,6,2009-12-04T22:00:00Z
ECO09022739,5,2009,12,4,23,0,1,2009-12-04T23:00:00Z
ECO09022739,5,2009,12,5,0,0,1,2009-12-05T00:00:00Z
ECO09022739,5,2009,12,5,1,0,1,2009-12-05T01:00:00Z
ECO09022739,5,2009,12,5,2,0,1,2009-12-05T02:00:00Z
ECO09022739,5,2009,12,5,3,0,0,2009-12-05T03:00:00Z
ECO09022739,5,2009,12,5,4,0,0,2009-12-05T04:00:00Z
ECO09022739,5,2009,12,5,5,0,0,2009-12-05T05:00:00Z
ECO09022739,5,2009,12,5,6,0,0,2009-12-05T06:00:00Z
ECO09022739,5,2009,12,5,7,0,3,2009-12-05T07:00:00Z
ECO09022739,5,2009,12,5,8,0,8,2009-12-05T08:00:00Z
ECO09022739,5,2009,12,5,9,0,11,2009-12-05T09:00:00Z
ECO09022739,5,2009,12,5,10,0,21,2009-12-05T10:00:00Z
ECO09022739,5,2009,12,5,11,0,12,2009-12-05T11:00:00Z
ECO09022739,5,2009,12,5,12,0,16,2009-12-05T12:00:00Z
ECO09022739,5,2009,12,5,13,0,18,2009-12-05T13:00:00Z
ECO09022739,5,2009,12,5,14,0,13,2009-12-05T14:00:00Z
ECO09022739,5,2009,12,5,15,0,19,2009-12-05T15:00:00Z
ECO09022739,5,2009,12,5,16,0,17,2009-12-05T16:00:00Z
ECO09022739,5,2009,12,5,17,0,13,2009-12-05T17:00:00Z
ECO09022739,5,2009,12,5,18,0,7,2009-12-05T18:00:00Z
ECO09022739,5,2009,12,5,19,0,9,2009-12-05T19:00:00Z
ECO09022739,5,2009,12,5,20,0,5,2009-12-05T20:00:00Z
ECO09022739,5,2009,12,5,21,0,4,2009-12-05T21:00:00Z
ECO09022739,5,2009,12,5,22,0,5,2009-12-05T22:00:00Z
ECO09022739,5,2009,12,5,23,0,2,2009-12-05T23:00:00Z
ECO09022739,5,2009,12,6,0,0,3,2009-12-06T00:00:00Z
ECO09022739,5,2009,12,6,1,0,0,2009-12-06T01:00:00Z
ECO09022739,5,2009,12,6,2,0,1,2009-12-06T02:00:00Z
ECO09022739,5,2009,12,6,3,0,1,2009-12-06T03:00:00Z
ECO09022739,5,2009,12,6,4,0,0,2009-12-06T04:00:00Z
ECO09022739,5,2009,12,6,5,0,0,2009-12-06T05:00:00Z
ECO09022739,5,2009,12,6,6,0,1,2009-12-06T06:00:00Z
ECO09022739,5,2009,12,6,7,0,3,2009-12-06T07:00:00Z
ECO09022739,5,2009,12,6,8,0,2,2009-12-06T08:00:00Z
ECO09022739,5,2009,12,6,9,0,8,2009-12-06T09:00:00Z
ECO09022739,5,2009,12,6,10,0,14,2009-12-06T10:00:00Z
ECO09022739,5,2009,12,6,11,0,7,2009-12-06T11:00:00Z
ECO09022739,5,2009,12,6,12,0,8,2009-12-06T12:00:00Z
ECO09022739,5,2009,12,6,13,0,10,2009-12-06T13:00:00Z
ECO09022739,5,2009,12,6,14,0,21,2009-12-06T14:00:00Z
ECO09022739,5,2009,12,6,15,0,14,2009-12-06T15:00:00Z
ECO09022739,5,2009,12,6,16,0,15,2009-12-06T16:00:00Z
ECO09022739,5,2009,12,6,17,0,14,2009-12-06T17:00:00Z
ECO09022739,5,2009,12,6,18,0,6,2009-12-06T18:00:00Z
ECO09022739,5,2009,12,6,19,0,11,2009-12-06T19:00:00Z
ECO09022739,5,2009,12,6,20,0,3,2009-12-06T20:00:00Z
ECO09022739,5,2009,12,6,21,0,1,2009-12-06T21:00:00Z
ECO09022739,5,2009,12,6,22,0,3,2009-12-06T22:00:00Z
ECO09022739,5,2009,12,6,23,0,2,2009-12-06T23:00:00Z
ECO09022739,5,2009,12,7,0,0,2,2009-12-07T00:00:00Z
ECO09022739,5,2009,12,7,1,0,0,2009-12-07T01:00:00Z
ECO09022739,5,2009,12,7,2,0,0,2009-12-07T02:00:00Z
ECO09022739,5,2009,12,7,3,0,0,2009-12-07T03:00:00Z
ECO09022739,5,2009,12,7,4,0,0,2009-12-07T04:00:00Z
ECO09022739,5,2009,12,7,5,0,0,2009-12-07T05:00:00Z
ECO09022739,5,2009,12,7,6,0,4,2009-12-07T06:00:00Z
ECO09022739,5,2009,12,7,7,0,13,2009-12-07T07:00:00Z
ECO09022739,5,2009,12,7,8,0,33,2009-12-07T08:00:00Z
ECO09022739,5,2009,12,7,9,0,37,2009-12-07T09:00:00Z
ECO09022739,5,2009,12,7,10,0,16,2009-12-07T10:00:00Z
ECO09022739,5,2009,12,7,11,0,5,2009-12-07T11:00:00Z
ECO09022739,5,2009,12,7,12,0,6,2009-12-07T12:00:00Z
ECO09022739,5,2009,12,7,13,0,2,2009-12-07T13:00:00Z
ECO09022739,5,2009,12,7,14,0,5,2009-12-07T14:00:00Z
ECO09022739,5,2009,12,7,15,0,7,2009-12-07T15:00:00Z
ECO09022739,5,2009,12,7,16,0,5,2009-12-07T16:00:00Z
ECO09022739,5,2009,12,7,17,0,8,2009-12-07T17:00:00Z
ECO09022739,5,2009,12,7,18,0,8,2009-12-07T18:00:00Z
ECO09022739,5,2009,12,7,19,0,10,2009-12-07T19:00:00Z
ECO09022739,5,2009,12,7,20,0,9,2009-12-07T20:00:00Z
ECO09022739,5,2009,12,7,21,0,2,2009-12-07T21:00:00Z
ECO09022739,5,2009,12,7,22,0,4,2009-12-07T22:00:00Z
ECO09022739,5,2009,12,7,23,0,3,2009-12-07T23:00:00Z
ECO09022739,5,2009,12,8,0,0,0,2009-12-08T00:00:00Z
ECO09022739,5,2009,12,8,1,0,0,2009-12-08T01:00:00Z
ECO09022739,5,2009,12,8,2,0,1,2009-12-08T02:00:00Z
ECO09022739,5,2009,12,8,3,0,0,2009-12-08T03:00:00Z
ECO09022739,5,2009,12,8,4,0,0,2009-12-08T04:00:00Z
ECO09022739,5,2009,12,8,5,0,0,2009-12-08T05:00:00Z
ECO09022739,5,2009,12,8,6,0,2,2009-12-08T06:00:00Z
ECO09022739,5,2009,12,8,7,0,12,2009-12-08T07:00:00Z
ECO09022739,5,2009,12,8,8,0,32,2009-12-08T08:00:00Z
ECO09022739,5,2009,12,8,9,0,29,2009-12-08T09:00:00Z
ECO09022739,5,2009,12,8,10,0,17,2009-12-08T10:00:00Z
ECO09022739,5,2009,12,8,11,0,12,2009-12-08T11:00:00Z
ECO09022739,5,2009,12,8,12,0,10,2009-12-08T12:00:00Z
ECO09022739,5,2009,12,8,13,0,22,2009-12-08T13:00:00Z
ECO09022739,5,2009,12,8,14,0,14,2009-12-08T14:00:00Z
ECO09022739,5,2009,12,8,15,0,13,2009-12-08T15:00:00Z
ECO09022739,5,2009,12,8,16,0,11,2009-12-08T16:00:00Z
ECO09022739,5,2009,12,8,17,0,14,2009-12-08T17:00:00Z
ECO09022739,5,2009,12,8,18,0,15,2009-12-08T18:00:00Z
ECO09022739,5,2009,12,8,19,0,16,2009-12-08T19:00:00Z
ECO09022739,5,2009,12,8,20,0,15,2009-12-08T20:00:00Z
ECO09022739,5,2009,12,8,21,0,3,2009-12-08T21:00:00Z
ECO09022739,5,2009,12,8,22,0,3,2009-12-08T22:00:00Z
ECO09022739,5,2009,12,8,23,0,5,2009-12-08T23:00:00Z
ECO09022739,5,2009,12,9,0,0,0,2009-12-09T00:00:00Z
ECO09022739,5,2009,12,9,1,0,1,2009-12-09T01:00:00Z
ECO09022739,5,2009,12,9,2,0,0,2009-12-09T02:00:00Z
ECO09022739,5,2009,12,9,3,0,0,2009-12-09T03:00:00Z
ECO09022739,5,2009,12,9,4,0,0,2009-12-09T04:00:00Z
ECO09022739,5,2009,12,9,5,0,0,2009-12-09T05:00:00Z
ECO09022739,5,2009,12,9,6,0,2,2009-12-09T06:00:00Z
ECO09022739,5,2009,12,9,7,0,24,2009-12-09T07:00:00Z
ECO09022739,5,2009,12,9,8,0,73,2009-12-09T08:00:00Z
ECO09022739,5,2009,12,9,9,0,44,2009-12-09T09:00:00Z
ECO09022739,5,2009,12,9,10,0,34,2009-12-09T10:00:00Z
ECO09022739,5,2009,12,9,11,0,17,2009-12-09T11:00:00Z
ECO09022739,5,2009,12,9,12,0,15,2009-12-09T12:00:00Z
ECO09022739,5,2009,12,9,13,0,22,2009-12-09T13:00:00Z
ECO09022739,5,2009,12,9,14,0,19,2009-12-09T14:00:00Z
ECO09022739,5,2009,12,9,15,0,13,2009-12-09T15:00:00Z
ECO09022739,5,2009,12,9,16,0,14,2009-12-09T16:00:00Z
ECO09022739,5,2009,12,9,17,0,14,2009-12-09T17:00:00Z
ECO09022739,5,2009,12,9,18,0,17,2009-12-09T18:00:00Z
ECO09022739,5,2009,12,9,19,0,19,2009-12-09T19:00:00Z
ECO09022739,5,2009,12,9,20,0,13,2009-12-09T20:00:00Z
ECO09022739,5,2009,12,9,21,0,3,2009-12-09T21:00:00Z
ECO09022739,5,2009,12,9,22,0,1,2009-12-09T22:00:00Z
ECO09022739,5,2009,12,9,23,0,2,2009-12-09T23:00:00Z
ECO09022739,5,2009,12,10,0,0,1,2009-12-10T00:00:00Z
ECO09022739,5,2009,12,10,1,0,1,2009-12-10T01:00:00Z
ECO09022739,5,2009,12,10,2,0,0,2009-12-10T02:00:00Z
ECO09022739,5,2009,12,10,3,0,0,2009-12-10T03:00:00Z
ECO09022739,5,2009,12,10,4,0,0,2009-12-10T04:00:00Z
ECO09022739,5,2009,12,10,5,0,0,2009-12-10T05:00:00Z
ECO09022739,5,2009,12,10,6,0,3,2009-12-10T06:00:00Z
ECO09022739,5,2009,12,10,7,0,20,2009-12-10T07:00:00Z
ECO09022739,5,2009,12,10,8,0,59,2009-12-10T08:00:00Z
ECO09022739,5,2009,12,10,9,0,52,2009-12-10T09:00:00Z
ECO09022739,5,2009,12,10,10,0,16,2009-12-10T10:00:00Z
ECO09022739,5,2009,12,10,11,0,11,2009-12-10T11:00:00Z
ECO09022739,5,2009,12,10,12,0,8,2009-12-10T12:00:00Z
ECO09022739,5,2009,12,10,13,0,8,2009-12-10T13:00:00Z
ECO09022739,5,2009,12,10,14,0,11,2009-12-10T14:00:00Z
ECO09022739,5,2009,12,10,15,0,9,2009-12-10T15:00:00Z
ECO09022739,5,2009,12,10,16,0,10,2009-12-10T16:00:00Z
ECO09022739,5,2009,12,10,17,0,13,2009-12-10T17:00:00Z
ECO09022739,5,2009,12,10,18,0,15,2009-12-10T18:00:00Z
ECO09022739,5,2009,12,10,19,0,15,2009-12-10T19:00:00Z
ECO09022739,5,2009,12,10,20,0,10,2009-12-10T20:00:00Z
ECO09022739,5,2009,12,10,21,0,5,2009-12-10T21:00:00Z
ECO09022739,5,2009,12,10,22,0,3,2009-12-10T22:00:00Z
ECO09022739,5,2009,12,10,23,0,5,2009-12-10T23:00:00Z
ECO09022739,5,2009,12,11,0,0,2,2009-12-11T00:00:00Z
ECO09022739,5,2009,12,11,1,0,0,2009-12-11T01:00:00Z
ECO09022739,5,2009,12,11,2,0,0,2009-12-11T02:00:00Z
ECO09022739,5,2009,12,11,3,0,0,2009-12-11T03:00:00Z
ECO09022739,5,2009,12,11,4,0,0,2009-12-11T04:00:00Z
ECO09022739,5,2009,12,11,5,0,1,2009-12-11T05:00:00Z
ECO09022739,5,2009,12,11,6,0,1,2009-12-11T06:00:00Z
ECO09022739,5,2009,12,11,7,0,17,2009-12-11T07:00:00Z
ECO09022739,5,2009,12,11,8,0,45,2009-12-11T08:00:00Z
ECO09022739,5,2009,12,11,9,0,46,2009-12-11T09:00:00Z
ECO09022739,5,2009,12,11,10,0,23,2009-12-11T10:00:00Z
ECO09022739,5,2009,12,11,11,0,16,2009-12-11T11:00:00Z
ECO09022739,5,2009,12,11,12,0,9,2009-12-11T12:00:00Z
ECO09022739,5,2009,12,11,13,0,11,2009-12-11T13:00:00Z
ECO09022739,5,2009,12,11,14,0,8,2009-12-11T14:00:00Z
ECO09022739,5,2009,12,11,15,0,7,2009-12-11T15:00:00Z
ECO09022739,5,2009,12,11,16,0,5,2009-12-11T16:00:00Z
ECO09022739,5,2009,12,11,17,0,9,2009-12-11T17:00:00Z
ECO09022739,5,2009,12,11,18,0,9,2009-12-11T18:00:00Z
ECO09022739,5,2009,12,11,19,0,8,2009-12-11T19:00:00Z
ECO09022739,5,2009,12,11,20,0,3,2009-12-11T20:00:00Z
ECO09022739,5,2009,12,11,21,0,3,2009-12-11T21:00:00Z
ECO09022739,5,2009,12,11,22,0,2,2009-12-11T22:00:00Z
ECO09022739,5,2009,12,11,23,0,1,2009-12-11T23:00:00Z
ECO09022739,5,2009,12,12,0,0,0,2009-12-12T00:00:00Z
ECO09022739,5,2009,12,12,1,0,1,2009-12-12T01:00:00Z
ECO09022739,5,2009,12,12,2,0,1,2009-12-12T02:00:00Z
ECO09022739,5,2009,12,12,3,0,2,2009-12-12T03:00:00Z
ECO09022739,5,2009,12,12,4,0,0,2009-12-12T04:00:00Z
ECO09022739,5,2009,12,12,5,0,0,2009-12-12T05:00:00Z
ECO09022739,5,2009,12,12,6,0,2,2009-12-12T06:00:00Z
ECO09022739,5,2009,12,12,7,0,5,2009-12-12T07:00:00Z
ECO09022739,5,2009,12,12,8,0,4,2009-12-12T08:00:00Z
ECO09022739,5,2009,12,12,9,0,8,2009-12-12T09:00:00Z
ECO09022739,5,2009,12,12,10,0,9,2009-12-12T10:00:00Z
ECO09022739,5,2009,12,12,11,0,5,2009-12-12T11:00:00Z
ECO09022739,5,2009,12,12,12,0,5,2009-12-12T12:00:00Z
ECO09022739,5,2009,12,12,13,0,8,2009-12-12T13:00:00Z
ECO09022739,5,2009,12,12,14,0,14,2009-12-12T14:00:00Z
ECO09022739,5,2009,12,12,15,0,16,2009-12-12T15:00:00Z
ECO09022739,5,2009,12,12,16,0,12,2009-12-12T16:00:00Z
ECO09022739,5,2009,12,12,17,0,8,2009-12-12T17:00:00Z
ECO09022739,5,2009,12,12,18,0,3,2009-12-12T18:00:00Z
ECO09022739,5,2009,12,12,19,0,8,2009-12-12T19:00:00Z
ECO09022739,5,2009,12,12,20,0,6,2009-12-12T20:00:00Z
ECO09022739,5,2009,12,12,21,0,3,2009-12-12T21:00:00Z
ECO09022739,5,2009,12,12,22,0,2,2009-12-12T22:00:00Z
ECO09022739,5,2009,12,12,23,0,3,2009-12-12T23:00:00Z
ECO09022739,5,2009,12,13,0,0,4,2009-12-13T00:00:00Z
ECO09022739,5,2009,12,13,1,0,0,2009-12-13T01:00:00Z
ECO09022739,5,2009,12,13,2,0,0,2009-12-13T02:00:00Z
ECO09022739,5,2009,12,13,3,0,1,2009-12-13T03:00:00Z
ECO09022739,5,2009,12,13,4,0,0,2009-12-13T04:00:00Z
ECO09022739,5,2009,12,13,5,0,0,2009-12-13T05:00:00Z
ECO09022739,5,2009,12,13,6,0,0,2009-12-13T06:00:00Z
ECO09022739,5,2009,12,13,7,0,2,2009-12-13T07:00:00Z
ECO09022739,5,2009,12,13,8,0,2,2009-12-13T08:00:00Z
ECO09022739,5,2009,12,13,9,0,4,2009-12-13T09:00:00Z
ECO09022739,5,2009,12,13,10,0,4,2009-12-13T10:00:00Z
ECO09022739,5,2009,12,13,11,0,9,2009-12-13T11:00:00Z
ECO09022739,5,2009,12,13,12,0,10,2009-12-13T12:00:00Z
ECO09022739,5,2009,12,13,13,0,14,2009-12-13T13:00:00Z
ECO09022739,5,2009,12,13,14,0,11,2009-12-13T14:00:00Z
ECO09022739,5,2009,12,13,15,0,22,2009-12-13T15:00:00Z
ECO09022739,5,2009,12,13,16,0,8,2009-12-13T16:00:00Z
ECO09022739,5,2009,12,13,17,0,6,2009-12-13T17:00:00Z
ECO09022739,5,2009,12,13,18,0,5,2009-12-13T18:00:00Z
ECO09022739,5,2009,12,13,19,0,5,2009-12-13T19:00:00Z
ECO09022739,5,2009,12,13,20,0,7,2009-12-13T20:00:00Z
ECO09022739,5,2009,12,13,21,0,1,2009-12-13T21:00:00Z
ECO09022739,5,2009,12,13,22,0,1,2009-12-13T22:00:00Z
ECO09022739,5,2009,12,13,23,0,0,2009-12-13T23:00:00Z
ECO09022739,5,2009,12,14,0,0,0,2009-12-14T00:00:00Z
ECO09022739,5,2009,12,14,1,0,1,2009-12-14T01:00:00Z
ECO09022739,5,2009,12,14,2,0,0,2009-12-14T02:00:00Z
ECO09022739,5,2009,12,14,3,0,1,2009-12-14T03:00:00Z
ECO09022739,5,2009,12,14,4,0,0,2009-12-14T04:00:00Z
ECO09022739,5,2009,12,14,5,0,0,2009-12-14T05:00:00Z
ECO09022739,5,2009,12,14,6,0,3,2009-12-14T06:00:00Z
ECO09022739,5,2009,12,14,7,0,16,2009-12-14T07:00:00Z
ECO09022739,5,2009,12,14,8,0,49,2009-12-14T08:00:00Z
ECO09022739,5,2009,12,14,9,0,44,2009-12-14T09:00:00Z
ECO09022739,5,2009,12,14,10,0,15,2009-12-14T10:00:00Z
ECO09022739,5,2009,12,14,11,0,12,2009-12-14T11:00:00Z
ECO09022739,5,2009,12,14,12,0,8,2009-12-14T12:00:00Z
ECO09022739,5,2009,12,14,13,0,8,2009-12-14T13:00:00Z
ECO09022739,5,2009,12,14,14,0,9,2009-12-14T14:00:00Z
ECO09022739,5,2009,12,14,15,0,7,2009-12-14T15:00:00Z
ECO09022739,5,2009,12,14,16,0,9,2009-12-14T16:00:00Z
ECO09022739,5,2009,12,14,17,0,6,2009-12-14T17:00:00Z
ECO09022739,5,2009,12,14,18,0,10,2009-12-14T18:00:00Z
ECO09022739,5,2009,12,14,19,0,14,2009-12-14T19:00:00Z
ECO09022739,5,2009,12,14,20,0,7,2009-12-14T20:00:00Z
ECO09022739,5,2009,12,14,21,0,2,2009-12-14T21:00:00Z
ECO09022739,5,2009,12,14,22,0,5,2009-12-14T22:00:00Z
ECO09022739,5,2009,12,14,23,0,3,2009-12-14T23:00:00Z
ECO09022739,5,2009,12,15,0,0,1,2009-12-15T00:00:00Z
ECO09022739,5,2009,12,15,1,0,0,2009-12-15T01:00:00Z
ECO09022739,5,2009,12,15,2,0,0,2009-12-15T02:00:00Z
ECO09022739,5,2009,12,15,3,0,0,2009-12-15T03:00:00Z
ECO09022739,5,2009,12,15,4,0,0,2009-12-15T04:00:00Z
ECO09022739,5,2009,12,15,5,0,1,2009-12-15T05:00:00Z
ECO09022739,5,2009,12,15,6,0,3,2009-12-15T06:00:00Z
ECO09022739,5,2009,12,15,7,0,15,2009-12-15T07:00:00Z
ECO09022739,5,2009,12,15,8,0,56,2009-12-15T08:00:00Z
ECO09022739,5,2009,12,15,9,0,36,2009-12-15T09:00:00Z
ECO09022739,5,2009,12,15,10,0,18,2009-12-15T10:00:00Z
ECO09022739,5,2009,12,15,11,0,10,2009-12-15T11:00:00Z
ECO09022739,5,2009,12,15,12,0,6,2009-12-15T12:00:00Z
ECO09022739,5,2009,12,15,13,0,6,2009-12-15T13:00:00Z
ECO09022739,5,2009,12,15,14,0,12,2009-12-15T14:00:00Z
ECO09022739,5,2009,12,15,15,0,6,2009-12-15T15:00:00Z
ECO09022739,5,2009,12,15,16,0,8,2009-12-15T16:00:00Z
ECO09022739,5,2009,12,15,17,0,10,2009-12-15T17:00:00Z
ECO09022739,5,2009,12,15,18,0,10,2009-12-15T18:00:00Z
ECO09022739,5,2009,12,15,19,0,15,2009-12-15T19:00:00Z
ECO09022739,5,2009,12,15,20,0,6,2009-12-15T20:00:00Z
ECO09022739,5,2009,12,15,21,0,3,2009-12-15T21:00:00Z
ECO09022739,5,2009,12,15,22,0,2,2009-12-15T22:00:00Z
ECO09022739,5,2009,12,15,23,0,1,2009-12-15T23:00:00Z
ECO09022739,5,2009,12,16,0,0,1,2009-12-16T00:00:00Z
ECO09022739,5,2009,12,16,1,0,2,2009-12-16T01:00:00Z
ECO09022739,5,2009,12,16,2,0,0,2009-12-16T02:00:00Z
ECO09022739,5,2009,12,16,3,0,1,2009-12-16T03:00:00Z
ECO09022739,5,2009,12,16,4,0,0,2009-12-16T04:00:00Z
ECO09022739,5,2009,12,16,5,0,2,2009-12-16T05:00:00Z
ECO09022739,5,2009,12,16,6,0,2,2009-12-16T06:00:00Z
ECO09022739,5,2009,12,16,7,0,20,2009-12-16T07:00:00Z
ECO09022739,5,2009,12,16,8,0,44,2009-12-16T08:00:00Z
ECO09022739,5,2009,12,16,9,0,30,2009-12-16T09:00:00Z
ECO09022739,5,2009,12,16,10,0,18,2009-12-16T10:00:00Z
ECO09022739,5,2009,12,16,11,0,13,2009-12-16T11:00:00Z
ECO09022739,5,2009,12,16,12,0,10,2009-12-16T12:00:00Z
ECO09022739,5,2009,12,16,13,0,10,2009-12-16T13:00:00Z
ECO09022739,5,2009,12,16,14,0,9,2009-12-16T14:00:00Z
ECO09022739,5,2009,12,16,15,0,6,2009-12-16T15:00:00Z
ECO09022739,5,2009,12,16,16,0,11,2009-12-16T16:00:00Z
ECO09022739,5,2009,12,16,17,0,5,2009-12-16T17:00:00Z
ECO09022739,5,2009,12,16,18,0,19,2009-12-16T18:00:00Z
ECO09022739,5,2009,12,16,19,0,9,2009-12-16T19:00:00Z
ECO09022739,5,2009,12,16,20,0,11,2009-12-16T20:00:00Z
ECO09022739,5,2009,12,16,21,0,3,2009-12-16T21:00:00Z
ECO09022739,5,2009,12,16,22,0,3,2009-12-16T22:00:00Z
ECO09022739,5,2009,12,16,23,0,2,2009-12-16T23:00:00Z
ECO09022739,5,2009,12,17,0,0,0,2009-12-17T00:00:00Z
ECO09022739,5,2009,12,17,1,0,0,2009-12-17T01:00:00Z
ECO09022739,5,2009,12,17,2,0,0,2009-12-17T02:00:00Z
ECO09022739,5,2009,12,17,3,0,0,2009-12-17T03:00:00Z
ECO09022739,5,2009,12,17,4,0,0,2009-12-17T04:00:00Z
ECO09022739,5,2009,12,17,5,0,0,2009-12-17T05:00:00Z
ECO09022739,5,2009,12,17,6,0,3,2009-12-17T06:00:00Z
ECO09022739,5,2009,12,17,7,0,11,2009-12-17T07:00:00Z
ECO09022739,5,2009,12,17,8,0,44,2009-12-17T08:00:00Z
ECO09022739,5,2009,12,17,9,0,53,2009-12-17T09:00:00Z
ECO09022739,5,2009,12,17,10,0,16,2009-12-17T10:00:00Z
ECO09022739,5,2009,12,17,11,0,11,2009-12-17T11:00:00Z
ECO09022739,5,2009,12,17,12,0,10,2009-12-17T12:00:00Z
ECO09022739,5,2009,12,17,13,0,13,2009-12-17T13:00:00Z
ECO09022739,5,2009,12,17,14,0,7,2009-12-17T14:00:00Z
ECO09022739,5,2009,12,17,15,0,12,2009-12-17T15:00:00Z
